locus	band	gene_id	gene_sym	chrom	coord_hg19	n	beta_log2fc_per_alt	se	t	p	perm_p	bh_q	direction	mean_log2rpkm
chr1:25324280-25369060		ENSG00000133226.10	ENSG00000133226.10	1	24958207	462	0.01244	0.02242	0.555	0.5791566255364371	0.5974025974025974	0.9189806017243101	up	5.3022
chr2:87987171-111255403		ENSG00000211625.2	ENSG00000211625.2	2	90077680	462	-0.14628	0.2645	-0.553	0.5805079423332662	0.5714285714285714	0.9189806017243101	down	5.8413
chr5:177946129-178003952		ENSG00000198055.6	ENSG00000198055.6	5	176830205	462	-0.02917	0.05294	-0.551	0.5819418515871441	0.5994005994005994	0.9189806017243101	down	4.6002
chr20:24397726-24406144		ENSG00000101474.7	ENSG00000101474.7	20	24973615	462	-0.00688	0.01249	-0.5506	0.5822023165499154	0.5834165834165834	0.9189806017243101	down	4.159
chr17:45585159-46292045		ENSG00000224911.1	ENSG00000224911.1	17	42981914	462	-0.00958	0.01743	-0.5495	0.5829564924912657	0.5784215784215784	0.9189806017243101	down	0.3648
chr1:149843518-149850293		ENSG00000143420.12	ENSG00000143420.12	1	150602088	462	0.03368	0.06145	0.548	0.5839402006486214	0.5594405594405595	0.9189806017243101	up	6.664
chr2:87987171-111255403		ENSG00000204745.3	ENSG00000204745.3	2	87352513	462	0.0093	0.01702	0.5464	0.5850509301893831	0.5814185814185814	0.9189806017243101	up	3.7537
chr2:87987171-111255403		ENSG00000235522.1	ENSG00000235522.1	2	106473633	462	-0.0223	0.04083	-0.5462	0.5851986584095119	0.5824175824175825	0.9189806017243101	down	1.2644
chr16:75206214-75222748		ENSG00000103035.5	ENSG00000103035.5	16	74330673	462	0.00691	0.01268	0.5451	0.5859454942653891	0.5684315684315684	0.9189806017243101	up	5.8578
chr5:177946129-178003952		ENSG00000244234.1	ENSG00000244234.1	5	177614300	462	-0.02454	0.04502	-0.5451	0.5859550447922753	0.5904095904095904	0.9189806017243101	down	0.916
chr1:149843518-149850293		ENSG00000182217.6	ENSG00000182217.6	1	149832714	462	-0.09374	0.17211	-0.5447	0.5862499629050031	0.5864135864135864	0.9189806017243101	down	3.2825
chr11:18249084-18265819		ENSG00000151116.10	ENSG00000151116.10	11	18610294	462	-0.04271	0.07863	-0.5431	0.5873060286176989	0.5944055944055944	0.9189806017243101	down	3.0032
chr21:43821742-43835116		ENSG00000230061.1	ENSG00000230061.1	21	45845155	462	0.06138	0.1134	0.5412	0.5886302387449157	0.6243756243756243	0.9189806017243101	up	0.2387
chr13:48199250-48206639		ENSG00000102531.10	ENSG00000102531.10	13	49550048	462	-0.08031	0.14849	-0.5409	0.5888614019102821	0.5464535464535465	0.9189806017243101	down	3.7219
chr13:48199250-48206639		ENSG00000136156.7	ENSG00000136156.7	13	48807294	462	0.34117	0.6312	0.5405	0.5891151538989263	0.5724275724275725	0.9189806017243101	up	5.2171
chr2:87987171-111255403		ENSG00000115042.5	ENSG00000115042.5	2	96068469	462	-0.02963	0.05489	-0.5399	0.5895487219710523	0.5864135864135864	0.9189806017243101	down	4.7603
chr2:87987171-111255403		ENSG00000230572.1	ENSG00000230572.1	2	91902771	462	0.01751	0.03279	0.5341	0.5935181589491866	0.5754245754245755	0.9189806017243101	up	0.6276
chr2:87987171-111255403		ENSG00000231822.1	ENSG00000231822.1	2	99718481	462	0.01513	0.02845	0.5317	0.5952004264322343	0.6053946053946054	0.9189806017243101	up	4.7003
chr17:45585159-46292045		ENSG00000181513.9	ENSG00000181513.9	17	43209967	462	0.00789	0.01484	0.5314	0.5954118678692003	0.6023976023976024	0.9189806017243101	up	2.1988
chr7:65219157-65531823		ENSG00000234338.1	ENSG00000234338.1	7	64297260	462	-0.00728	0.01372	-0.5303	0.5961477391132123	0.5974025974025974	0.9189806017243101	down	0.1788
chr2:87987171-111255403		ENSG00000243238.1	ENSG00000243238.1	2	89545079	462	0.17934	0.33884	0.5293	0.5968844796950334	0.6183816183816184	0.9189806017243101	up	3.8497
chr5:179643529-179651253		ENSG00000161010.10	ENSG00000161010.10	5	179289173	462	0.0173	0.03269	0.5291	0.5970190169538501	0.5894105894105894	0.9189806017243101	up	5.5892
chr17:16823490-18384190		ENSG00000091542.7	ENSG00000091542.7	17	18086392	462	0.01189	0.02248	0.5288	0.5971983989246215	0.6233766233766234	0.9189806017243101	up	5.9185
chr21:43821742-43835116		ENSG00000229880.1	ENSG00000229880.1	21	46098003	462	-0.02216	0.04191	-0.5287	0.5973036437520581	0.6043956043956044	0.9189806017243101	down	0.8086
chr7:5989046-6735643		ENSG00000157954.9	ENSG00000157954.9	7	5229819	462	-0.02193	0.04149	-0.5286	0.5973485578132325	0.6193806193806194	0.9189806017243101	down	5.1489
chr17:45585159-46292045		ENSG00000259207.2	ENSG00000259207.2	17	45331208	462	0.03513	0.06666	0.5271	0.5983953626551214	0.6043956043956044	0.9189806017243101	up	2.1155
chr17:3082008-3221835		ENSG00000127804.6	ENSG00000127804.6	17	2415200	462	-0.21829	0.41419	-0.527	0.598437273270625	0.4885114885114885	0.9189806017243101	down	4.0441
chr8:7301024-12598379		ENSG00000173273.10	ENSG00000173273.10	8	9413424	462	-0.02481	0.04722	-0.5255	0.5995202880234042	0.6043956043956044	0.9189806017243101	down	3.0896
chr17:45585159-46292045		ENSG00000180329.8	ENSG00000180329.8	17	42767165	462	-0.00551	0.01049	-0.5249	0.5998899438315874	0.5944055944055944	0.9189806017243101	down	3.5666
chr2:87987171-111255403		ENSG00000183054.6	ENSG00000183054.6	2	111334762	462	0.04085	0.07805	0.5233	0.6010065697112256	0.6163836163836164	0.9189806017243101	up	4.0594
chr8:7301024-12598379		ENSG00000253958.1	ENSG00000253958.1	8	8559448	462	-0.00505	0.00965	-0.5229	0.6012837081363552	0.6283716283716284	0.9189806017243101	down	0.1945
chr2:87987171-111255403		ENSG00000236330.1	ENSG00000236330.1	2	111725411	462	-0.03366	0.06476	-0.5198	0.6034802653004452	0.6093906093906094	0.9189806017243101	down	4.7548
chr12:46896694-46915975		ENSG00000139218.12	ENSG00000139218.12	12	46385903	462	0.02511	0.04847	0.5181	0.6046275626182843	0.6123876123876124	0.9189806017243101	up	5.3703
chr2:87987171-111255403		ENSG00000170417.10	ENSG00000170417.10	2	103353367	462	0.0285	0.05527	0.5156	0.6063954296616292	0.5994005994005994	0.9189806017243101	up	1.3395
chr2:87987171-111255403		ENSG00000235644.1	ENSG00000235644.1	2	109329356	462	0.02182	0.04251	0.5134	0.6079145608145284	0.6233766233766234	0.9189806017243101	up	0.722
chr11:71571819-71576724		ENSG00000254469.1	ENSG00000254469.1	11	71639700	462	0.03928	0.07658	0.5129	0.60825384094702	0.6213786213786214	0.9189806017243101	up	1.034
chr1:149843518-149850293		ENSG00000240929.1	ENSG00000240929.1	1	149399179	462	-0.06092	0.11887	-0.5125	0.6085336340365162	0.6103896103896104	0.9189806017243101	down	0.8642
chr16:14954790-15100859		ENSG00000166780.6	ENSG00000166780.6	16	15528152	462	0.01694	0.03311	0.5116	0.6091864700039393	0.6273726273726273	0.9189806017243101	up	0.6916
chr3:195749463-195980207		ENSG00000180370.5	ENSG00000180370.5	3	196466728	462	0.00467	0.00915	0.5109	0.6096692972812857	0.6043956043956044	0.9189806017243101	up	4.2282
chr2:87987171-111255403		ENSG00000241962.3	ENSG00000241962.3	2	99757948	462	0.06342	0.12453	0.5093	0.6107948437910129	0.6293706293706294	0.9189806017243101	up	3.1834
chr3:195749463-195980207		ENSG00000072274.8	ENSG00000072274.8	3	195809060	462	-0.01747	0.03433	-0.5089	0.6110562390057398	0.6233766233766234	0.9189806017243101	down	7.9614
chr17:45585159-46292045		ENSG00000136448.6	ENSG00000136448.6	17	43138680	462	-0.00548	0.01079	-0.5079	0.6117717389391242	0.6243756243756243	0.9189806017243101	down	4.7099
chr2:87987171-111255403		ENSG00000237745.1	ENSG00000237745.1	2	108531404	462	0.03137	0.06208	0.5053	0.6136051455611157	0.6223776223776224	0.9189806017243101	up	4.7338
chr16:14954790-15100859		ENSG00000250251.2	ENSG00000250251.2	16	15248421	462	-0.02417	0.04784	-0.5052	0.6136790870574187	0.6013986013986014	0.9189806017243101	down	4.187
chr3:75454477-75455715		ENSG00000244674.1	ENSG00000244674.1	3	75592080	462	-0.00336	0.00664	-0.505	0.6138039426993774	0.6293706293706294	0.9189806017243101	down	0.1445
chr17:3082008-3221835		ENSG00000074755.9	ENSG00000074755.9	17	4046314	462	0.2346	0.46651	0.5029	0.6152876079965734	0.6043956043956044	0.9189806017243101	up	3.9088
chr2:91832040-92012663		ENSG00000219041.3	ENSG00000219041.3	2	91678896	462	0.05781	0.11542	0.5009	0.6167146049729658	0.6023976023976024	0.9189806017243101	up	0.4721
chr2:87987171-111255403		ENSG00000196912.8	ENSG00000196912.8	2	98206428	462	-0.02763	0.05526	-0.4999	0.6173812709121308	0.6303696303696303	0.9189806017243101	down	2.8097
chr17:45585159-46292045		ENSG00000204652.5	ENSG00000204652.5	17	43685909	462	0.03142	0.06288	0.4997	0.6175063184662798	0.6143856143856143	0.9189806017243101	up	8.2732
chr3:195749463-195980207		ENSG00000119227.3	ENSG00000119227.3	3	196695931	462	-0.01234	0.02473	-0.499	0.6179954097270529	0.5974025974025974	0.9189806017243101	down	1.5001
chr11:18249084-18265819		ENSG00000166796.7	ENSG00000166796.7	11	18433854	462	-0.05463	0.10963	-0.4983	0.6185260299556392	0.6303696303696303	0.9189806017243101	down	0.3094
chr16:28471892-28637651		ENSG00000177548.8	ENSG00000177548.8	16	28947847	462	-0.01677	0.0337	-0.4976	0.6189819907572535	0.6273726273726273	0.9189806017243101	down	3.6815
chr2:87987171-111255403		ENSG00000214354.2	ENSG00000214354.2	2	87866283	462	0.01273	0.02564	0.4967	0.6196396342443186	0.6133866133866134	0.9189806017243101	up	1.0377
chr17:16823490-18384190		ENSG00000177731.8	ENSG00000177731.8	17	18162056	462	0.02366	0.04764	0.4966	0.6197073079516802	0.6393606393606394	0.9189806017243101	up	5.639
chr16:28471892-28637651		ENSG00000260727.1	ENSG00000260727.1	16	29624961	462	-0.01362	0.02748	-0.4957	0.6203587829464923	0.6133866133866134	0.9189806017243101	down	2.7601
chr8:7301024-12598379		ENSG00000104626.10	ENSG00000104626.10	8	8859657	462	-0.01141	0.02307	-0.4945	0.6211966813549755	0.6473526473526473	0.9189806017243101	down	3.1327
chr5:179643529-179651253		ENSG00000253144.1	ENSG00000253144.1	5	178510195	462	0.00701	0.01423	0.4926	0.62252450103245	0.6483516483516484	0.9189806017243101	up	2.8662
chr5:177946129-178003952		ENSG00000218227.3	ENSG00000218227.3	5	177482605	462	-0.02463	0.05018	-0.4909	0.6237074362156135	0.6143856143856143	0.9189806017243101	down	10.0193
chr2:87987171-111255403		ENSG00000233404.2	ENSG00000233404.2	2	102508955	462	0.02076	0.04238	0.4899	0.6244324159644041	0.6503496503496503	0.9189806017243101	up	0.4801
chr1:149843518-149850293		ENSG00000183941.6	ENSG00000183941.6	1	149804232	462	-0.08396	0.17203	-0.488	0.6257604018983018	0.6083916083916084	0.9189806017243101	down	3.2832
chr16:14954790-15100859		ENSG00000183458.8	ENSG00000183458.8	16	15005408	462	-0.04552	0.09332	-0.4878	0.6259526572434102	0.6263736263736264	0.9189806017243101	down	3.0507
chr2:87987171-111255403		ENSG00000230606.3	ENSG00000230606.3	2	98091049	462	0.02905	0.05983	0.4855	0.6275726899189111	0.6493506493506493	0.9189806017243101	up	2.1707
chr7:5989046-6735643		ENSG00000164638.5	ENSG00000164638.5	7	5314000	462	-0.01535	0.03165	-0.4849	0.6279856179150353	0.6273726273726273	0.9189806017243101	down	0.4187
chr12:46896694-46915975		ENSG00000111371.10	ENSG00000111371.10	12	46663800	462	-0.01929	0.03981	-0.4846	0.6281957121114401	0.6143856143856143	0.9189806017243101	down	4.4712
chr2:87987171-111255403		ENSG00000224881.1	ENSG00000224881.1	2	87607890	462	0.00792	0.01636	0.4841	0.6285651098469344	0.6453546453546454	0.9189806017243101	up	0.18
chr3:195749463-195980207		ENSG00000230732.1	ENSG00000230732.1	3	196640757	462	-0.00436	0.009	-0.484	0.6286274865791053	0.6223776223776224	0.9189806017243101	down	0.1696
chr17:45585159-46292045		ENSG00000263142.1	ENSG00000263142.1	17	45055847	462	-0.02713	0.05617	-0.483	0.6293364488779211	0.6343656343656343	0.9189806017243101	down	1.3431
chr5:112179911-112236600		ENSG00000153037.7	ENSG00000153037.7	5	112196885	462	-0.06626	0.13722	-0.4829	0.6294176055625387	0.5114885114885115	0.9189806017243101	down	5.4812
chr11:71571819-71576724		ENSG00000172893.10	ENSG00000172893.10	11	71163914	462	0.0437	0.09056	0.4825	0.6296776179665952	0.6223776223776224	0.9189806017243101	up	5.2467
chr16:16721273-18073542		ENSG00000257381.1	ENSG00000257381.1	16	16394007	462	-0.03783	0.07857	-0.4814	0.630439230571771	0.6263736263736264	0.9189806017243101	down	0.5197
chr8:7301024-12598379		ENSG00000253649.1	ENSG00000253649.1	8	10405095	462	-0.01182	0.02455	-0.4813	0.6305613558166706	0.6223776223776224	0.9189806017243101	down	0.3569
chr3:195749463-195980207		ENSG00000114503.6	ENSG00000114503.6	3	196669468	462	0.00592	0.01231	0.4806	0.631016500162633	0.6313686313686314	0.9189806017243101	up	5.8686
chr17:3082008-3221835		ENSG00000074370.13	ENSG00000074370.13	17	3867736	462	0.17223	0.35854	0.4804	0.6312087599206667	0.5564435564435565	0.9189806017243101	up	5.4206
chr7:5989046-6735643		ENSG00000075618.11	ENSG00000075618.11	7	5632439	462	0.02545	0.05302	0.48	0.6314538693843623	0.6083916083916084	0.9189806017243101	up	6.9221
chr5:179643529-179651253		ENSG00000131459.8	ENSG00000131459.8	5	179780387	462	0.00529	0.01106	0.4784	0.6325940031400191	0.6533466533466533	0.9189806017243101	up	0.2093
chr2:87987171-111255403		ENSG00000071073.6	ENSG00000071073.6	2	99347589	462	-0.03158	0.0661	-0.4777	0.6330927602090318	0.6353646353646354	0.9189806017243101	down	0.8495
chr2:87987171-111255403		ENSG00000235896.2	ENSG00000235896.2	2	90273679	462	0.08343	0.17507	0.4765	0.6339355855919001	0.6423576423576424	0.9189806017243101	up	4.6225
chr2:87987171-111255403		ENSG00000227513.1	ENSG00000227513.1	2	106961022	462	0.00828	0.01743	0.4752	0.6348770325433705	0.6403596403596403	0.9189806017243101	up	0.2334
chr8:7301024-12598379		ENSG00000154328.9	ENSG00000154328.9	8	11627144	462	-0.01601	0.03371	-0.4748	0.6351909298013136	0.6483516483516484	0.9189806017243101	down	3.7958
chr21:13987773-14056796		ENSG00000237202.1	ENSG00000237202.1	21	14492565	462	0.00883	0.01863	0.4741	0.6356958527578818	0.6223776223776224	0.9189806017243101	up	0.3463
chr7:97445822-97459601		ENSG00000196636.7	ENSG00000196636.7	7	96745902	462	-0.0104	0.02196	-0.4736	0.636007010733654	0.6393606393606394	0.9189806017243101	down	4.0652
chr16:75206214-75222748		ENSG00000262904.1	ENSG00000262904.1	16	74701404	462	-0.00607	0.01285	-0.4726	0.6367210130096719	0.6373626373626373	0.9189806017243101	down	1.304
chr11:71571819-71576724		ENSG00000165458.8	ENSG00000165458.8	11	71934745	462	-0.03431	0.07264	-0.4724	0.6368986374455853	0.6183816183816184	0.9189806017243101	down	5.5784
chr7:65219157-65531823		ENSG00000223473.1	ENSG00000223473.1	7	65958553	462	-0.00636	0.01347	-0.4721	0.6370825502922098	0.6073926073926074	0.9189806017243101	down	0.6153
chr20:24397726-24406144		ENSG00000100997.12	ENSG00000100997.12	20	25371619	462	0.00587	0.01244	0.472	0.637154212512329	0.6333666333666333	0.9189806017243101	up	4.0052
chr17:45585159-46292045		ENSG00000108883.6	ENSG00000108883.6	17	42976993	462	-0.004	0.00848	-0.4713	0.6376448601625059	0.6003996003996004	0.9189806017243101	down	4.854
chr21:43821742-43835116		ENSG00000160213.5	ENSG00000160213.5	21	45196326	462	0.05665	0.12292	0.4608	0.6451365615507137	0.6203796203796204	0.9284910193811386	up	5.4579
chr1:25324280-25369060		ENSG00000130695.8	ENSG00000130695.8	1	26560691	462	0.00546	0.01189	0.4596	0.6460205444885156	0.6223776223776224	0.9284910193811386	up	3.2462
chr15:30618103-32153204		ENSG00000232653.3	ENSG00000232653.3	15	32885657	462	-0.01218	0.02664	-0.457	0.647867514820334	0.6713286713286714	0.9284910193811386	down	0.3401
chr7:5989046-6735643		ENSG00000219545.4	ENSG00000219545.4	7	7680342	462	0.03306	0.07244	0.4563	0.6483668804401883	0.6423576423576424	0.9284910193811386	up	3.5462
chr7:5989046-6735643		ENSG00000236609.3	ENSG00000236609.3	7	6655248	462	0.00628	0.01379	0.4554	0.6490137620215481	0.6283716283716284	0.9284910193811386	up	0.1388
chr17:45585159-46292045		ENSG00000233175.1	ENSG00000233175.1	17	43318564	462	0.01019	0.02244	0.454	0.650073996221021	0.6633366633366633	0.9284910193811386	up	0.6044
chr7:5989046-6735643		ENSG00000155026.10	ENSG00000155026.10	7	6010314	462	0.0234	0.05158	0.4536	0.650319306569816	0.6483516483516484	0.9284910193811386	up	2.1802
chr2:45065588-45081777		ENSG00000236502.1	ENSG00000236502.1	2	45169012	462	0.01274	0.0281	0.4535	0.6503882159197492	0.6573426573426573	0.9284910193811386	up	0.2357
chr16:28471892-28637651		ENSG00000178952.4	ENSG00000178952.4	16	28857729	462	0.00713	0.01575	0.4527	0.6509937034110084	0.6523476523476524	0.9284910193811386	up	6.8303
chr16:28471892-28637651		ENSG00000169203.11	ENSG00000169203.11	16	29517320	462	-0.01646	0.03645	-0.4516	0.651775182312045	0.6673326673326674	0.9285358753766534	down	5.0452
chr5:179643529-179651253		ENSG00000248367.1	ENSG00000248367.1	5	179720245	462	0.00431	0.00959	0.4498	0.6530993846607968	0.6653346653346653	0.9293529174828349	up	0.1765
chr17:3082008-3221835		ENSG00000070366.8	ENSG00000070366.8	17	2207065	462	0.17495	0.39295	0.4452	0.656387322591394	0.6133866133866134	0.9314924070914385	up	4.0498
chr2:87987171-111255403		ENSG00000084090.9	ENSG00000084090.9	2	96874563	462	0.02609	0.05863	0.445	0.6565256159421796	0.6213786213786214	0.9314924070914385	up	7.0494
chr21:43821742-43835116		ENSG00000184441.4	ENSG00000184441.4	21	45751117	462	0.01952	0.04392	0.4446	0.6568601545967899	0.6483516483516484	0.9314924070914385	up	1.302
chr5:112179911-112236600		ENSG00000134982.11	ENSG00000134982.11	5	112043195	462	-0.12288	0.27903	-0.4404	0.6598775050362747	0.6663336663336663	0.9323960606508988	down	2.3723
chr2:87987171-111255403		ENSG00000229689.1	ENSG00000229689.1	2	96194603	462	0.007	0.01594	0.439	0.6608671311145963	0.6783216783216783	0.9323960606508988	up	0.3907
chr17:3082008-3221835		ENSG00000167721.5	ENSG00000167721.5	17	2240801	462	0.05752	0.13116	0.4386	0.661193813393643	0.6203796203796204	0.9323960606508988	up	4.3725
chr7:5989046-6735643		ENSG00000086232.7	ENSG00000086232.7	7	6098861	462	-0.01125	0.02571	-0.4378	0.6617524208227074	0.6603396603396603	0.9323960606508988	down	6.7835
chr7:65219157-65531823		ENSG00000227986.1	ENSG00000227986.1	7	63815456	462	-0.00642	0.01466	-0.4376	0.6618773142150098	0.6683316683316683	0.9323960606508988	down	0.8307
chr6:167209001-167357782		ENSG00000230711.2	ENSG00000230711.2	6	168690030	462	-0.0117	0.02675	-0.4374	0.6620162660033441	0.6763236763236763	0.9323960606508988	down	0.3379
chr5:179643529-179651253		ENSG00000161021.6	ENSG00000161021.6	5	179159851	462	-0.0082	0.01883	-0.4358	0.6632216554668037	0.6423576423576424	0.9330322834862533	down	2.97
chr15:30618103-32153204		ENSG00000198690.5	ENSG00000198690.5	15	31196055	462	-0.02358	0.05439	-0.4336	0.6647902483280992	0.6153846153846154	0.9337713349723314	down	2.927
chr17:3082008-3221835		ENSG00000262304.1	ENSG00000262304.1	17	3539543	462	-0.26163	0.61044	-0.4286	0.6684267867090521	0.6683316683316683	0.9337713349723314	down	0.8933
chr13:52310302-52320954		ENSG00000102796.6	ENSG00000102796.6	13	52378293	462	0.06443	0.15073	0.4274	0.6692596658919135	0.6423576423576424	0.9337713349723314	up	2.1715
chr15:30618103-32153204		ENSG00000259358.1	ENSG00000259358.1	15	32060404	462	-0.01487	0.03492	-0.4258	0.670461159164997	0.6873126873126874	0.9337713349723314	down	0.9843
chr7:65219157-65531823		ENSG00000224669.1	ENSG00000224669.1	7	64043111	462	-0.0082	0.0194	-0.4229	0.6725979665810025	0.6663336663336663	0.9337713349723314	down	2.8031
chr2:87987171-111255403		ENSG00000153107.7	ENSG00000153107.7	2	112642267	462	-0.01037	0.02458	-0.4219	0.6733007592319471	0.6753246753246753	0.9337713349723314	down	4.4501
chr7:65219157-65531823		ENSG00000126522.10	ENSG00000126522.10	7	65540785	462	-0.01205	0.02867	-0.4203	0.6744870886861749	0.6433566433566433	0.9337713349723314	down	4.7102
chr7:65219157-65531823		ENSG00000234585.2	ENSG00000234585.2	7	64498732	462	-0.00565	0.01348	-0.4192	0.6752681265877574	0.6673326673326674	0.9337713349723314	down	2.3509
