Phenotype	Q_GLOBAL	P_Value_x	P_Value_y	N_Total	N_Cases	N_Controls	Beta	OR	P_Valid	P_Source_x	OR_CI95	CI_Method	CI_Sided	CI_Valid	CI_LO_OR	CI_HI_OR	Used_Ridge	Final_Is_MLE	Used_Firth	Inference_Type	N_Total_Used	N_Cases_Used	N_Controls_Used	Model_Notes	Inversion	P_LRT_Overall	P_Overall_Valid	P_Source_y	P_Method	Sig_Global	CI_Valid_DISPLAY	CI_Method_DISPLAY	OR_CI95_DISPLAY	CI_LO_OR_DISPLAY	CI_HI_OR_DISPLAY
Retinal_vasculopathy	0.7965757494928778	0.4995844263	0.4995844263	259847	2159	257688	-0.02895459976	0.971460568	TRUE	lrt_mle	0.893,1.057	lrt_quadratic	two	True	0.8931410767731279	1.0566478910642327	FALSE	TRUE	FALSE	mle	259847	2159	257688	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=lrt_quadratic	chr17-45585160-INV-706887	0.4995844263	TRUE	lrt_mle	lrt_mle	False	True	lrt_quadratic	0.893,1.057	0.8931410767731279	1.0566478910642327
Atrioventricular_block_first_degree	0.798937793631746	0.5028514683	0.5028514683	214519	4687	209832	0.01927337331	1.019460304	TRUE	lrt_mle	0.964,1.079	lrt_quadratic	two	True	0.9635734470275973	1.078588574808069	FALSE	TRUE	FALSE	mle	214519	4687	209832	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=lrt_quadratic	chr17-45585160-INV-706887	0.5028514683	TRUE	lrt_mle	lrt_mle	False	True	lrt_quadratic	0.964,1.079	0.9635734470275973	1.078588574808069
Klebsiella	0.798937793631746	0.5034637856	0.5034637856	250232	2131	248101	0.02842403586	1.028831854	TRUE	lrt_mle	0.947,1.118	lrt_quadratic	two	True	0.9466333296001633	1.1181678795353998	FALSE	TRUE	FALSE	mle	250232	2131	248101	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=lrt_quadratic	chr17-45585160-INV-706887	0.5034637856	TRUE	lrt_mle	lrt_mle	False	True	lrt_quadratic	0.947,1.118	0.9466333296001633	1.1181678795353998
Other_diseases_of_pericardium	0.798937793631746	0.5036103322	0.5036103322	214694	4862	209832	0.01880206453	1.018979936	TRUE	lrt_mle	0.964,1.077	lrt_quadratic	two	True	0.9643538160221954	1.0767003702363673	FALSE	TRUE	FALSE	mle	214694	4862	209832	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=lrt_quadratic	chr17-45585160-INV-706887	0.5036103322	TRUE	lrt_mle	lrt_mle	False	True	lrt_quadratic	0.964,1.077	0.9643538160221954	1.0767003702363673
Chest_pain_on_breathing	0.798937793631746	0.5040732151	0.5040732151	201566	18993	182573	-0.009913327678	0.9901356474	TRUE	lrt_mle	0.962,1.019	lrt_quadratic	two	True	0.9617548596417821	1.0193539345249731	FALSE	TRUE	FALSE	mle	201566	18993	182573	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=lrt_quadratic	chr17-45585160-INV-706887	0.5040732151	TRUE	lrt_mle	lrt_mle	False	True	lrt_quadratic	0.962,1.019	0.9617548596417821	1.0193539345249731
Symptoms_and_signs_involving_appearance_and_behavior	0.798937793631746	0.5047072844	0.5047072844	240552	1467	239085	0.03382906436	1.034407774	TRUE	lrt_mle	0.937,1.143	lrt_quadratic	two	True	0.9365412364675685	1.1425011544599677	FALSE	TRUE	FALSE	mle	240552	1467	239085	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=lrt_quadratic	chr17-45585160-INV-706887	0.5047072844	TRUE	lrt_mle	lrt_mle	False	True	lrt_quadratic	0.937,1.143	0.9365412364675685	1.1425011544599677
Duodenal_ulcer	0.7989674571445246	0.5054543439	0.5054543439	198824	2225	196599	-0.02692841578	0.9734309213	TRUE	lrt_mle	0.899,1.054	lrt_quadratic	two	True	0.8992593475662837	1.0537202211500667	FALSE	TRUE	FALSE	mle	198824	2225	196599	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=lrt_quadratic	chr17-45585160-INV-706887	0.5054543439	TRUE	lrt_mle	lrt_mle	False	True	lrt_quadratic	0.899,1.054	0.8992593475662837	1.0537202211500667
Paroxysmal_tachycardia	0.8007636392984195	0.5079938339	0.5079938339	222105	12273	209832	-0.01186940916	0.9882007544	TRUE	lrt_mle	0.954,1.024	lrt_quadratic	two	True	0.9540752866894451	1.0235468255238438	FALSE	TRUE	FALSE	mle	222105	12273	209832	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=lrt_quadratic	chr17-45585160-INV-706887	0.5079938339	TRUE	lrt_mle	lrt_mle	False	True	lrt_quadratic	0.954,1.024	0.9540752866894451	1.0235468255238438
Pelvic_inflammatory_disease_PID	0.8007636392984195	0.5080505861	0.5080505861	224287	3172	221115	0.02477926676	1.025088824	TRUE	lrt_mle	0.953,1.103	lrt_quadratic	two	True	0.9525642623174482	1.1031351263342128	FALSE	TRUE	FALSE	mle	128421	3163	125258	sex_restricted_to_0;sex_majority_restricted_to_0;ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=lrt_quadratic	chr17-45585160-INV-706887	0.5080505861	TRUE	lrt_mle	lrt_mle	False	True	lrt_quadratic	0.953,1.103	0.9525642623174482	1.1031351263342128
Borrelia	0.8023394833829757	0.5104895105	0.5104895105	250680	2579	248101	0.02164410654	1.021880039	TRUE	score_boot_mle		profile_penalized	two	FALSE			TRUE	FALSE	TRUE	firth	250680	2579	248101	firth_refit;firth_refit;inference=firth;ci=profile_penalized	chr17-45585160-INV-706887		TRUE	score_boot_mle	score_boot_mle	False	FALSE				
Infections	0.8023394833829757	0.5111133158	0.5111133158	378956	130855	248101	-0.004354194453	0.9956552713	TRUE	lrt_mle	0.983,1.009	lrt_quadratic	two	True	0.9828079398876847	1.0086705439079853	FALSE	TRUE	FALSE	mle	378956	130855	248101	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=lrt_quadratic	chr17-45585160-INV-706887	0.5111133158	TRUE	lrt_mle	lrt_mle	False	True	lrt_quadratic	0.983,1.009	0.9828079398876847	1.0086705439079853
Other_and_unspecified_disorders_of_metabolism	0.8023394833829757	0.5112445751	0.5112445751	203155	10664	192491	0.01244990998	1.012527733	TRUE	lrt_mle	0.976,1.051	lrt_quadratic	two	True	0.975606169496899	1.0508465829897369	FALSE	TRUE	FALSE	mle	203155	10664	192491	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=lrt_quadratic	chr17-45585160-INV-706887	0.5112445751	TRUE	lrt_mle	lrt_mle	False	True	lrt_quadratic	0.976,1.051	0.975606169496899	1.0508465829897369
Sacrococcygeal_disorders	0.8028208299507845	0.5128697229	0.5128697229	200287	12438	187849	-0.01152309552	0.9885430411	TRUE	lrt_mle	0.955,1.023	lrt_quadratic	two	True	0.9550069350693607	1.0232568038622236	FALSE	TRUE	FALSE	mle	200287	12438	187849	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=lrt_quadratic	chr17-45585160-INV-706887	0.5128697229	TRUE	lrt_mle	lrt_mle	False	True	lrt_quadratic	0.955,1.023	0.9550069350693607	1.0232568038622236
Neuroendocrine_tumors	0.8028208299507845	0.5130149515	0.5130149515	260132	3365	256767	-0.02150800047	0.9787216472	TRUE	lrt_mle	0.918,1.044	lrt_quadratic	two	True	0.9176399011689685	1.0438692361641304	FALSE	TRUE	FALSE	mle	260132	3365	256767	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=lrt_quadratic	chr17-45585160-INV-706887	0.5130149515	TRUE	lrt_mle	lrt_mle	False	True	lrt_quadratic	0.918,1.044	0.9176399011689685	1.0438692361641304
Mineral_deficiencies	0.803969371530966	0.5148656992	0.5148656992	227095	34604	192491	0.007583141774	1.007611967	TRUE	lrt_mle	0.985,1.031	lrt_quadratic	two	True	0.9848779198727865	1.030870785877393	FALSE	TRUE	FALSE	mle	227095	34604	192491	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=lrt_quadratic	chr17-45585160-INV-706887	0.5148656992	TRUE	lrt_mle	lrt_mle	False	True	lrt_quadratic	0.985,1.031	0.9848779198727865	1.030870785877393
Oligomenorrhea	0.803969371530966	0.5154845155	0.5154845155	231812	10697	221115	-0.01276856714	0.9873126052	TRUE	score_boot_mle		profile_penalized	two	FALSE			TRUE	FALSE	TRUE	firth	135940	10682	125258	sex_restricted_to_0;sex_majority_restricted_to_0;firth_refit;firth_refit;inference=firth;ci=profile_penalized	chr17-45585160-INV-706887		TRUE	score_boot_mle	score_boot_mle	False	FALSE				
Nocturia	0.803969371530966	0.5159475274	0.5159475274	233347	12232	221115	-0.0117319429	0.988336608	TRUE	lrt_mle	0.954,1.024	lrt_quadratic	two	True	0.9539642003211647	1.0239474923562575	FALSE	TRUE	FALSE	mle	233347	12232	221115	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=lrt_quadratic	chr17-45585160-INV-706887	0.5159475274	TRUE	lrt_mle	lrt_mle	False	True	lrt_quadratic	0.954,1.024	0.9539642003211647	1.0239474923562575
Sedative_hypnotic_or_anxiolytic_related_disorders	0.8044923495520511	0.5177569894	0.5177569894	241153	2068	239085	-0.02660280342	0.9737479341	TRUE	lrt_mle	0.898,1.055	lrt_quadratic	two	True	0.8983324836518473	1.0554945483602285	FALSE	TRUE	FALSE	mle	241153	2068	239085	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=lrt_quadratic	chr17-45585160-INV-706887	0.5177569894	TRUE	lrt_mle	lrt_mle	False	True	lrt_quadratic	0.898,1.055	0.8983324836518473	1.0554945483602285
Iron_deficiency_anemia_secondary_to_blood_loss	0.8044923495520511	0.5179312942	0.5179312942	273873	8922	264951	0.01367034326	1.01376421	TRUE	lrt_mle	0.973,1.057	lrt_quadratic	two	True	0.9726110747110238	1.0566586166613408	FALSE	TRUE	FALSE	mle	273873	8922	264951	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=lrt_quadratic	chr17-45585160-INV-706887	0.5179312942	TRUE	lrt_mle	lrt_mle	False	True	lrt_quadratic	0.973,1.057	0.9726110747110238	1.0566586166613408
Systemic_vasculitis	0.8044923495520511	0.5184832189	0.5184832189	190640	2791	187849	-0.02326354546	0.9770049646	TRUE	lrt_mle	0.910,1.048	lrt_quadratic	two	True	0.9103924136083698	1.0484914929209075	FALSE	TRUE	FALSE	mle	190640	2791	187849	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=lrt_quadratic	chr17-45585160-INV-706887	0.5184832189	TRUE	lrt_mle	lrt_mle	False	True	lrt_quadratic	0.910,1.048	0.9103924136083698	1.0484914929209075
Pure_hyperglyceridemia	0.8072896968263675	0.5221045835	0.5221045835	201452	8961	192491	-0.01307636454	0.9870087597	TRUE	lrt_mle	0.948,1.027	lrt_quadratic	two	True	0.9482705285786599	1.02732950388141	FALSE	TRUE	FALSE	mle	201452	8961	192491	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=lrt_quadratic	chr17-45585160-INV-706887	0.5221045835	TRUE	lrt_mle	lrt_mle	False	True	lrt_quadratic	0.948,1.027	0.9482705285786599	1.02732950388141
Arterial_embolism_and_thrombosis	0.8072896968263675	0.5221992935	0.5221992935	214164	4332	209832	-0.01927167852	0.9809128331	TRUE	lrt_mle	0.925,1.041	lrt_quadratic	two	True	0.9246926230631197	1.040551164924813	FALSE	TRUE	FALSE	mle	214164	4332	209832	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=lrt_quadratic	chr17-45585160-INV-706887	0.5221992935	TRUE	lrt_mle	lrt_mle	False	True	lrt_quadratic	0.925,1.041	0.9246926230631197	1.040551164924813
Medial_epicondylitis_Golfers_elbow	0.8072896968263675	0.5230791717	0.5230791717	190413	2564	187849	0.02313567536	1.023405381	TRUE	lrt_mle	0.953,1.099	lrt_quadratic	two	True	0.9532570626775803	1.0987157765844513	FALSE	TRUE	FALSE	mle	190413	2564	187849	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=lrt_quadratic	chr17-45585160-INV-706887	0.5230791717	TRUE	lrt_mle	lrt_mle	False	True	lrt_quadratic	0.953,1.099	0.9532570626775803	1.0987157765844513
Psoriasis	0.8072896968263675	0.5238649186	0.5238649186	238620	8159	230461	0.01299141141	1.013076166	TRUE	lrt_mle	0.973,1.054	lrt_quadratic	two	True	0.9734036814794725	1.0543655612866973	FALSE	TRUE	FALSE	mle	238620	8159	230461	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=lrt_quadratic	chr17-45585160-INV-706887	0.5238649186	TRUE	lrt_mle	lrt_mle	False	True	lrt_quadratic	0.973,1.054	0.9734036814794725	1.0543655612866973
Known_or_suspected_fetal_abnormality_affecting_management_of_mother	0.8072896968263675	0.5244755245	0.5244755245	369472	10593	358879	-0.01300163293	0.9870825232	TRUE	score_boot_mle		profile_penalized	two	FALSE			TRUE	FALSE	TRUE	firth	217662	10581	207081	sex_restricted_to_0;sex_majority_restricted_to_0;firth_refit;firth_refit;inference=firth;ci=profile_penalized	chr17-45585160-INV-706887		TRUE	score_boot_mle	score_boot_mle	False	FALSE				
Hypokalemia_Hypopotassemia	0.8072896968263675	0.5247015076	0.5247015076	219721	27230	192491	-0.008243015503	0.991790865	TRUE	lrt_mle	0.967,1.017	lrt_quadratic	two	True	0.9669186024457517	1.0173029222886862	FALSE	TRUE	FALSE	mle	219721	27230	192491	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=lrt_quadratic	chr17-45585160-INV-706887	0.5247015076	TRUE	lrt_mle	lrt_mle	False	True	lrt_quadratic	0.967,1.017	0.9669186024457517	1.0173029222886862
Atherosclerosis_ASCVD	0.8074955345219886	0.5255713871	0.5255713871	252039	42207	209832	0.007177134406	1.007202952	TRUE	lrt_mle	0.985,1.030	lrt_quadratic	two	True	0.9851285359603311	1.0297720033572106	FALSE	TRUE	FALSE	mle	252039	42207	209832	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=lrt_quadratic	chr17-45585160-INV-706887	0.5255713871	TRUE	lrt_mle	lrt_mle	False	True	lrt_quadratic	0.985,1.030	0.9851285359603311	1.0297720033572106
Chronic_obstructive_pulmonary_disease_COPD	0.8099507975444132	0.5283731058	0.5283731058	234430	24798	209632	0.008409816852	1.008445279	TRUE	lrt_mle	0.982,1.035	lrt_quadratic	two	True	0.9824231235014262	1.035156701636181	FALSE	TRUE	FALSE	mle	234430	24798	209632	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=lrt_quadratic	chr17-45585160-INV-706887	0.5283731058	TRUE	lrt_mle	lrt_mle	False	True	lrt_quadratic	0.982,1.035	0.9824231235014262	1.035156701636181
Cirrhosis_of_liver	0.8099507975444132	0.5286460994	0.5286460994	202199	5600	196599	-0.01674082414	0.9833985248	TRUE	lrt_mle	0.933,1.036	lrt_quadratic	two	True	0.9334981428788417	1.0359663443280362	FALSE	TRUE	FALSE	mle	202199	5600	196599	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=lrt_quadratic	chr17-45585160-INV-706887	0.5286460994	TRUE	lrt_mle	lrt_mle	False	True	lrt_quadratic	0.933,1.036	0.9334981428788417	1.0359663443280362
Suicide_ideation_and_attempt_or_self_harm	0.8100473082368201	0.5294475114	0.5294475114	249012	9927	239085	-0.01276753017	0.987313629	TRUE	lrt_mle	0.949,1.027	lrt_quadratic	two	True	0.9487967581523904	1.027394111104522	FALSE	TRUE	FALSE	mle	249012	9927	239085	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=lrt_quadratic	chr17-45585160-INV-706887	0.5294475114	TRUE	lrt_mle	lrt_mle	False	True	lrt_quadratic	0.949,1.027	0.9487967581523904	1.027394111104522
Thrombosis_of_cerebral_or_precerebral_arteries	0.8104806057917828	0.5304695305	0.5304695305	210839	1007	209832	0.03949522489	1.040285531	TRUE	score_boot_mle		profile_penalized	two	FALSE			TRUE	FALSE	TRUE	firth	210839	1007	209832	firth_refit;firth_refit;inference=firth;ci=profile_penalized	chr17-45585160-INV-706887		TRUE	score_boot_mle	score_boot_mle	False	FALSE				
Pain_and_other_symptoms_associated_with_female_genital_organs	0.8138676418068151	0.5334282903	0.5334282903	241893	20778	221115	-0.009022411191	0.9910181686	TRUE	lrt_mle	0.963,1.020	lrt_quadratic	two	True	0.9632743911345669	1.0195610093933374	FALSE	TRUE	FALSE	mle	145943	20685	125258	sex_restricted_to_0;sex_majority_restricted_to_0;ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=lrt_quadratic	chr17-45585160-INV-706887	0.5334282903	TRUE	lrt_mle	lrt_mle	False	True	lrt_quadratic	0.963,1.020	0.9632743911345669	1.0195610093933374
Superior_glenoid_labrum_lesion	0.8155565365519836	0.5359737337	0.5359737337	190065	2216	187849	-0.02416345981	0.9761261393	TRUE	lrt_mle	0.904,1.054	lrt_quadratic	two	True	0.9042187781006252	1.0537518827818595	FALSE	TRUE	FALSE	mle	190065	2216	187849	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=lrt_quadratic	chr17-45585160-INV-706887	0.5359737337	TRUE	lrt_mle	lrt_mle	False	True	lrt_quadratic	0.904,1.054	0.9042187781006252	1.0537518827818595
Mycobacteria	0.8155565365519836	0.5363691993	0.5363691993	250979	2878	248101	-0.02438229788	0.9759125491	TRUE	lrt_mle	0.903,1.054	lrt_quadratic	two	True	0.9033269371585394	1.054330679603363	FALSE	TRUE	FALSE	mle	250979	2878	248101	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=lrt_quadratic	chr17-45585160-INV-706887	0.5363691993	TRUE	lrt_mle	lrt_mle	False	True	lrt_quadratic	0.903,1.054	0.9033269371585394	1.054330679603363
Psychotic_disorder	0.8155565365519836	0.5391748059	0.5391748059	248752	9667	239085	-0.01321420301	0.9868727213	TRUE	lrt_mle	0.946,1.029	lrt_quadratic	two	True	0.9461148021333793	1.0293864611278902	FALSE	TRUE	FALSE	mle	248752	9667	239085	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=lrt_quadratic	chr17-45585160-INV-706887	0.5391748059	TRUE	lrt_mle	lrt_mle	False	True	lrt_quadratic	0.946,1.029	0.9461148021333793	1.0293864611278902
Psoriasis_vulgaris	0.8155565365519836	0.5404595405	0.5404595405	231519	1058	230461	-0.03299051951	0.9675477324	TRUE	score_boot_mle		profile_penalized	two	FALSE			TRUE	FALSE	TRUE	firth	231519	1058	230461	firth_refit;firth_refit;inference=firth;ci=profile_penalized	chr17-45585160-INV-706887		TRUE	score_boot_mle	score_boot_mle	False	FALSE				
Loss_of_teeth_and_edentulism	0.8155565365519836	0.541790371	0.541790371	200979	4380	196599	-0.01841517601	0.9817533473	TRUE	lrt_mle	0.925,1.042	lrt_quadratic	two	True	0.9253588195511165	1.0415847502211457	FALSE	TRUE	FALSE	mle	200979	4380	196599	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=lrt_quadratic	chr17-45585160-INV-706887	0.541790371	TRUE	lrt_mle	lrt_mle	False	True	lrt_quadratic	0.925,1.042	0.9253588195511165	1.0415847502211457
Other_specified_diabetes	0.8155565365519836	0.5421494052	0.5421494052	197190	4699	192491	-0.01827992655	0.9818861379	TRUE	lrt_mle	0.926,1.041	lrt_quadratic	two	True	0.9258378419857778	1.0413274809599828	FALSE	TRUE	FALSE	mle	197190	4699	192491	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=lrt_quadratic	chr17-45585160-INV-706887	0.5421494052	TRUE	lrt_mle	lrt_mle	False	True	lrt_quadratic	0.926,1.041	0.9258378419857778	1.0413274809599828
Inflammatory_diseases_of_prostate	0.8155565365519836	0.5422286606	0.5422286606	224336	3221	221115	0.02033216765	1.020540274	TRUE	lrt_mle	0.956,1.090	lrt_quadratic	two	True	0.9559443554910259	1.0895011255363685	FALSE	TRUE	FALSE	mle	99060	3203	95857	sex_restricted_to_1;sex_majority_restricted_to_1;ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=lrt_quadratic	chr17-45585160-INV-706887	0.5422286606	TRUE	lrt_mle	lrt_mle	False	True	lrt_quadratic	0.956,1.090	0.9559443554910259	1.0895011255363685
Chronic_liver_disease	0.8155565365519836	0.5424150486	0.5424150486	224216	27617	196599	0.007559994891	1.007588644	TRUE	lrt_mle	0.983,1.032	lrt_quadratic	two	True	0.9833757495469581	1.032397713271482	FALSE	TRUE	FALSE	mle	224216	27617	196599	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=lrt_quadratic	chr17-45585160-INV-706887	0.5424150486	TRUE	lrt_mle	lrt_mle	False	True	lrt_quadratic	0.983,1.032	0.9833757495469581	1.032397713271482
Calcium_deposits_in_tendon_and_bursa	0.8155565365519836	0.5424987628	0.5424987628	190244	2395	187849	0.02327722752	1.023550257	TRUE	lrt_mle	0.950,1.103	lrt_quadratic	two	True	0.9496784303323674	1.1031682874491027	FALSE	TRUE	FALSE	mle	190244	2395	187849	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=lrt_quadratic	chr17-45585160-INV-706887	0.5424987628	TRUE	lrt_mle	lrt_mle	False	True	lrt_quadratic	0.950,1.103	0.9496784303323674	1.1031682874491027
Tendinitis	0.8155565365519836	0.5431827286	0.5431827286	200347	12498	187849	-0.01068223254	0.9893746199	TRUE	lrt_mle	0.956,1.024	lrt_quadratic	two	True	0.9558853127043001	1.0240372202300827	FALSE	TRUE	FALSE	mle	200347	12498	187849	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=lrt_quadratic	chr17-45585160-INV-706887	0.5431827286	TRUE	lrt_mle	lrt_mle	False	True	lrt_quadratic	0.956,1.024	0.9558853127043001	1.0240372202300827
Acquired_deformities_of_the_ankle_and_foot	0.8155565365519836	0.543417654	0.543417654	201608	13759	187849	-0.01040212874	0.9896517863	TRUE	lrt_mle	0.957,1.023	lrt_quadratic	two	True	0.9569981309629149	1.0234196143438936	FALSE	TRUE	FALSE	mle	201608	13759	187849	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=lrt_quadratic	chr17-45585160-INV-706887	0.543417654	TRUE	lrt_mle	lrt_mle	False	True	lrt_quadratic	0.957,1.023	0.9569981309629149	1.0234196143438936
Complex_regional_pain_syndrome	0.8155565365519836	0.5434565435	0.5434565435	215406	1221	214185	0.03400216622	1.034586848	TRUE	score_boot_mle		profile_penalized	two	FALSE			TRUE	FALSE	TRUE	firth	215406	1221	214185	firth_refit;firth_refit;inference=firth;ci=profile_penalized	chr17-45585160-INV-706887		TRUE	score_boot_mle	score_boot_mle	False	FALSE				
Dysthymic_disorder	0.8166484417903005	0.5449285865	0.5449285865	252337	13252	239085	0.01009041257	1.010141492	TRUE	lrt_mle	0.978,1.044	lrt_quadratic	two	True	0.9776747455576049	1.0436863991767218	FALSE	TRUE	FALSE	mle	252337	13252	239085	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=lrt_quadratic	chr17-45585160-INV-706887	0.5449285865	TRUE	lrt_mle	lrt_mle	False	True	lrt_quadratic	0.978,1.044	0.9776747455576049	1.0436863991767218
Suicidal_ideations	0.8207170577087313	0.5483916165	0.5483916165	248492	9407	239085	-0.01252319671	0.9875548922	TRUE	lrt_mle	0.948,1.029	lrt_quadratic	two	True	0.947981936729838	1.0287797977246464	FALSE	TRUE	FALSE	mle	248492	9407	239085	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=lrt_quadratic	chr17-45585160-INV-706887	0.5483916165	TRUE	lrt_mle	lrt_mle	False	True	lrt_quadratic	0.948,1.029	0.947981936729838	1.0287797977246464
Lack_of_coordination	0.8220544499819292	0.5505739511	0.5505739511	219391	5206	214185	-0.01570163426	0.9844209937	TRUE	lrt_mle	0.935,1.037	lrt_quadratic	two	True	0.9349529687617458	1.0365063541111408	FALSE	TRUE	FALSE	mle	219391	5206	214185	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=lrt_quadratic	chr17-45585160-INV-706887	0.5505739511	TRUE	lrt_mle	lrt_mle	False	True	lrt_quadratic	0.935,1.037	0.9349529687617458	1.0365063541111408
Complications_and_ill_defined_descriptions_of_heart_disease	0.8220544499819292	0.5512825548	0.5512825548	218644	8812	209832	0.01269923992	1.012780218	TRUE	lrt_mle	0.971,1.056	lrt_quadratic	two	True	0.9713447243890799	1.0559832607197996	FALSE	TRUE	FALSE	mle	218644	8812	209832	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=lrt_quadratic	chr17-45585160-INV-706887	0.5512825548	TRUE	lrt_mle	lrt_mle	False	True	lrt_quadratic	0.971,1.056	0.9713447243890799	1.0559832607197996
